Zone,1,2,3,4,Total
AnnualSum,9.08355278507859,152.58553070543934,617.3195973850087,33.9789854579981,812.9676663335247
t1,1.7558115358518709,17.20769676442249,836.5184469134831,0.0005386731942735524,855.4824938869517
t2,1.7556507995568569,12.289900079105982,814.5507430327923,0.0004582920005421105,828.5967522034557
t3,1.755543710999512,12.289757748009706,782.4644380975968,0.00041618491435090136,796.5101557415204
t4,1.7554508845960544,12.289650317714612,745.9770047107636,0.0003871569732658619,760.0224930700475
t5,1.755357100112765,12.28952484386767,708.1466861621673,0.00036392998369554384,722.1919320361313
t6,1.7552490836846892,12.289402071003398,648.9936313772323,0.0003427081165961155,663.0386252400369
t7,1.7551053113408464,12.289249612237523,605.993237514495,0.0003206056239628715,620.0379130436974
t8,1.75485876655954,12.289007772291265,420.6891600789731,0.0002938438820963602,434.733320461706
t9,1.752124535757684,12.287111657173218,50.23349537860331,0.00028129135964898125,64.27301286289386
t10,3.068258011076786e-7,4.0857104708535816e-7,4.2377635640687743e-7,2.5519236895147434e-7,1.3943655735513887e-6
t11,3.107124422965814e-7,3.8909101344282895e-7,3.984952788748896e-7,2.579374928788583e-7,1.3562362274931583e-6
t12,3.0941570990190536e-7,3.797826309161133e-7,3.892743353896276e-7,2.5669114921158914e-7,1.3351638254192355e-6
t13,3.093254876086794e-7,3.785010466449101e-7,3.9107457449676904e-7,2.5661140331514483e-7,1.3355125120655034e-6
t14,3.102046309546712e-7,3.8429191408510285e-7,4.035443556223628e-7,2.575331942900598e-7,1.3555740949521968e-6
t15,3.119711035290884e-7,3.9974372327844187e-7,4.3278244527388854e-7,2.5962848200335446e-7,1.4041257540847732e-6
t16,3.1277283035992967e-7,4.365666170987495e-7,5.062412506617912e-7,2.629304080791318e-7,1.5185111061996023e-6
t17,2.348697261362205,16.44853217897925,866.5561472013192,0.0004958763067667331,885.3538725179674
t18,1.7552541488368607,12.28939195804064,696.4693236866318,0.00035692853125722886,710.5143267220406
t19,1.7553782330197212,12.289536084386766,739.0016025415853,0.00038497481014318,753.0469018338018
t20,1.755510477249217,12.289697770658222,735.5757938861917,0.00042293534391987813,749.621425069443
t21,1.755656983652898,12.289906814588502,729.5041311383245,0.00047924660931937047,743.5501741831752
t22,1.755873817661612,31.46815765688401,789.2439491191568,0.0005903529954490464,822.4685709466979
t23,1.7591650715203082,47.00665526751129,844.1339084343165,0.0031390178520088264,892.9028677912002
t24,1.758650757068005,47.7154075249309,839.3651799451173,0.0027661164003818695,888.8420043435167
t25,1.7586335579938162,47.71540246356698,839.3651688886439,0.002750809933385057,888.841955720138
t26,1.7585517235851844,47.715276505409946,839.3650791750757,0.0026745675190693314,888.8415819715899
t27,1.757025308080162,28.172070533617003,839.3646094620523,0.0013117934408265568,869.2950170971902
t28,1.7557369607279931,12.290191853088038,813.5318352749912,0.0005039048147457908,827.5782679936219
t29,1.7555516946114924,12.289751906263993,760.4754418273367,0.0004285447458299798,774.521173972958
t30,1.7553971625261315,12.289563600165868,703.3062429779256,0.00038332958147565296,717.3515870701991
t31,1.7552235813000983,12.289373723257533,657.8945065111255,0.00034717844090691836,671.9394509941242
t32,1.7549538822434099,12.289104682790956,469.5417804434391,0.0003111586043617078,483.58615016707785
t33,1.752171057207047,12.287169976019358,83.00300726757818,0.00029257011055036425,97.04264087091514
t34,3.0656487043838275e-7,4.092898095870572e-7,4.251874335596585e-7,2.5493339003096126e-7,1.3959755036160598e-6
t35,3.10920714487605e-7,3.91348370185501e-7,4.0252535693266716e-7,2.5814687980968814e-7,1.3629413214154612e-6
t36,3.10043253209788e-7,3.8442539973313385e-7,3.974542340974577e-7,2.5732455712776633e-7,1.3492474441681459e-6
t37,3.104868141861704e-7,3.872670692479403e-7,4.065529952252306e-7,2.57815232111419e-7,1.3621221107707604e-6
t38,3.1188351750463233e-7,4.01005615993205e-7,4.3396263702074255e-7,2.595408502427029e-7,1.4063926207612828e-6
t39,3.1218121688961276e-7,4.36690479395703e-7,5.063491481555036e-7,2.623328469231428e-7,1.5175536913639621e-6
t40,2.348495775093061,16.448445116705045,580.1669020875287,0.0006020458790860553,598.9644450252059
t41,1.7556016857410033,12.289756740420394,688.3675626530913,0.0005320251691906644,702.4134531044219
t42,1.757721487588233,24.311177776202918,910.8254992785154,0.0018186638668737701,936.8962172061734
