Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1,North_to_south_underground_line,North_to_east_underground_line,South_to_west_underground_line
t20,0.00045029748733396734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.634493754629081e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6574386636789736e-6,0.0,0.0,0.0,-1.621196372302331e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6218994625910384e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6203447463487718e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6199931903801314e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t21,0.0004499721259273181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6277268670517256e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.676828578204963e-6,0.0,0.0,0.0,-1.6365682150801926e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6371575563833234e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6357669155266716e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6354481864151885e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t22,0.00045022481515474616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6276595984035726e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7073645492968315e-6,0.0,0.0,0.0,-1.646111797229962e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.646635298772028e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.645345476318279e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6450798017536604e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t23,0.00045049492312807606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.627596757980749e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.739586901240572e-6,0.0,0.0,0.0,-1.6512773942931166e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.651768236189186e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6505345570831365e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.650321345215954e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t24,0.0004502623348800613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62402784018588e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.750467883032308e-6,0.0,0.0,0.0,-1.6524535369426684e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6529479477305963e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6517195851739175e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.651558331426182e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t25,0.00045011716199281113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6226840306790786e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.751264578301135e-6,0.0,0.0,0.0,-1.6499551933812394e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6504829226573495e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6492174282319754e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6491050425060295e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t26,0.00045002567314634823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.622628831420573e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.74266130996744e-6,0.0,0.0,0.0,-1.6436159952718717e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6442035409495966e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6428628848128575e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6427868604381808e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t27,0.0004499417684429038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.623387390768552e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.725031146492309e-6,0.0,0.0,0.0,-1.6328199349485507e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6334971351761706e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6320390763093144e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6319857439780243e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t28,0.00044993153120810765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6258130645810025e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.699290236534713e-6,0.0,0.0,0.0,-1.6163727980142982e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.617177430384146e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6155496918267768e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.6155054050960526e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t29,0.00045006944884479915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6306002079877667e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.663543348668067e-6,0.0,0.0,0.0,-1.592086829346838e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.5930754522592455e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.5912013299193262e-5,0.0,0.0,0.0,0.0,0.0,0.0,-1.5911608029505024e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
