Line,1,2,3,4,5,Total
AnnualSum,129.42539417642064,-82.95907430131776,-47.690000735016305,-27.970709633013044,13.559319022126896,-15.63507147079957
t1,26.49495630286997,-48.05276883543891,-12.856566119556314,-45.50088976242691,-1.7882104493973803,-81.70347886394956
t2,29.394851373681128,-50.36121406093744,-14.008778965770086,-49.10860429035998,-1.9315591641680312,-86.01530510755441
t3,31.52813871186358,-52.405629867936625,-14.920335575196441,-53.134180862978326,-2.229609505344732,-91.16161709959253
t4,31.98467316606038,-53.61302020073056,-15.24861523818823,-57.53367615631014,-2.790014477074935,-97.20065290624349
t5,34.784082375526815,-57.16283384808061,-16.596503395817184,-63.02465467401085,-3.1725031531893038,-105.17241269557113
t6,41.76046231372458,-61.13140333112497,-19.1516784533811,-68.35085342466752,-3.143556643286131,-110.01702953873514
t7,49.8088868246976,-64.91355800649694,-21.903708754778563,-73.58841629152317,-3.0229618262523226,-113.61975805435341
t8,133.6149910071237,-102.97048761473155,-51.001325968127034,-103.1767720716806,2.4931343233788885,-121.0404603240366
t9,263.2812176956544,-169.27911764662045,-91.58945835215546,-145.13359731665352,10.978676516232838,-131.74227910354222
t10,290.0560328904281,-184.74583564702377,-106.8706982038751,-88.79788110661914,26.628411939413333,-63.729970127676545
t11,296.0809671067982,-158.07905169927642,-104.76818349750299,-55.24016823128889,31.001483958353816,8.995047637083715
t12,296.95512765345376,-167.48854573741872,-106.52605562276968,-47.42655326936596,32.76831862216396,8.282291646063364
t13,311.9908800507807,-172.98791963285555,-111.90848179574148,-51.61485553938865,34.23898709656728,9.718610179362273
t14,321.3951499992197,-177.22848290739702,-115.37018056898154,-59.3515021332681,34.473192868279604,3.918177257852655
t15,326.3800554398902,-185.65768475787945,-118.01231744189492,-76.58874913338984,32.7992415407894,-21.079454352484596
t16,315.87633009075387,-191.23678508137306,-114.20864909349385,-120.39377654469335,23.624806046114188,-86.3380745826922
t17,211.89159811051482,-148.02269085219413,-80.56941929303167,-129.20800404394117,8.85412613278911,-137.05438994586305
t18,41.251121805744994,-62.2988524403532,-19.13811505865191,-65.15311630687569,-2.5561094700579052,-107.89507147019371
t19,17.94262068715913,-45.88126135736022,-10.245317573185797,-50.32810476386166,-3.4721112741633915,-91.98417428141194
t20,18.525334066498335,-44.96280153137129,-10.294930598491469,-48.92337852532159,-3.2729237315593718,-88.9287003202454
t21,19.632866621219765,-45.44177144360378,-10.707262368084747,-47.86198675843882,-3.000303227191439,-87.378457176099
t22,18.463590442927067,-43.584320326646385,-10.051166862935558,-42.812549848108695,-2.4266080086448687,-80.41105460340843
t23,15.500876310778404,-40.30634320688927,-8.661487291744292,-38.47865777939794,-2.212365465543897,-74.157977432797
t24,15.919249397168901,-39.92186467769554,-8.70850060208838,-36.95868184256317,-1.9716544160022176,-71.64145214118042
t25,17.328074058051563,-40.173494362255774,-9.14145750459263,-35.59114481103625,-1.6264946225561374,-69.20451724238923
t26,18.634644800963926,-40.73788125635095,-9.593302255190482,-35.81540765434196,-1.5171418366804423,-69.0290882015999
