region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
East,East_batteries_1,1,1,1,0.0,0.0,22446.0,2770.7999999999997,0.0010504934918577795,0.0,0.006205643706926246,0.0,-27969.83829487473,-18234.806041299853,0.0,3133.3560730688823,0.0,0.0,0.0,-15101.44996823097,-2753.0310387375357,-12348.418929493435
East,East_conventional_hydroelectric_1,1,1,2,0.0,0.0,310516.8,0.0,0.0,0.0,0.0,0.0,0.0,-26920.709832433626,0.0,97421.18604616761,640928.1552548752,0.0,0.0,711428.6314686092,310516.8,400911.8314686092
East,East_landfill_gas_1,1,1,3,0.0,0.0,50399.99999985643,0.0,11.91749017032411,0.0,0.0,0.012949148649481525,0.0,-97464.47750352386,0.0,81758.39977750159,1.5171039737264465e6,0.0,0.0,1.5013978960004242e6,50411.930439175405,1.4509859655612488e6
East,East_natural_gas_internal_combustion_engine_1,1,1,4,0.0,0.0,67199.99999435728,0.0,14.296163817186564,277.8615298302807,0.0,16.677818982610045,0.0,674.3519875480192,0.0,109011.19969449239,0.0,0.0,0.0,109685.5516820404,67508.83550698735,42176.71617505305
East,East_petroleum_liquids_with_gt_1,1,1,5,0.0,0.0,1.757069999544166e6,0.0,44.22691954843414,2511.7204726881578,0.0,253.7031153458894,0.0,2841.835863662116,0.0,4.292315987217511e6,0.0,0.0,0.0,4.295157823081173e6,1.7598796500517484e6,2.5352781730294246e6
East,East_petroleum_liquids_with_ic_1,1,1,6,0.0,0.0,83999.99999433398,0.0,6.274126523219519,353.79102339265665,0.0,26.281071244291415,0.0,392.4552400890677,0.0,136263.99962036606,0.0,0.0,0.0,136656.45486045512,84386.34621549414,52270.10864496099
East,East_solar_photovoltaic_1,1,1,7,0.0,0.0,1.1130515999968792e6,0.0,0.0,0.0,0.0,0.0,0.0,-1.8186151362228803e6,0.0,0.3440029084874361,5.671270302701295e6,0.0,0.0,3.8526555104813236e6,1.1130515999968792e6,2.7396039104844444e6
North,North_conventional_hydroelectric_1,2,1,8,0.0,0.0,1.740776e6,0.0,0.0,0.0,0.0,0.0,0.0,-161535.8963367196,0.0,546147.674634821,3.603726694507983e6,0.0,0.0,3.9883384728060844e6,1.740776e6,2.2475624728060844e6
North,North_landfill_gas_1,2,1,9,0.0,0.0,50399.99999982513,0.0,11.917489052196112,0.0,0.0,0.01296902664866315,0.0,-97454.08123021276,0.0,81758.39977745079,1.517103831388051e6,0.0,0.0,1.501408149935289e6,50411.930457903974,1.450996219477385e6
North,North_natural_gas_internal_combustion_engine_1,2,1,10,0.0,0.0,470399.99985789094,0.0,100.51922910990761,1953.7008063842889,0.0,116.58893853121016,0.0,4825.73733773148,0.0,763078.3976949936,0.0,0.0,0.0,767904.1350327252,472570.80883191637,295333.3262008088
