region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,CapRes_1,CapRes_2,THERM,VRE,MUST_RUN,STOR,FLEX,LDS,HYDRO,MG,BL,LNG,ESR_1,MinCapTag_1,MinCapTag_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,NACC_Eff,NACC_Peak_to_Base,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,MGA,Resource_Type,Commit,ESR_2,Hydro_level,MaxCapTag_1,Cat_1_Failure_Rate,Cat_2_Failure_Rate,Cat_3_Failure_Rate,Cat_4_Failure_Rate,Cat_5_Failure_Rate,Hours_to_Restore
North,North_onshore_wind_turbine_1,Onshore Wind Turbine,1,11,2,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.585464693,0,1,0,-1,0.6,0,0,0,0,0,0,0,0,0,0,43000,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wind,0,0,0,0,0,0.026900638,0.026900638,0.716219257,0.716219257,336
North,North_petroleum_liquids_with_cc_1,Petroleum Liquids with CC,1,12,2,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.2299212,0,1,0,-1,429.4,0,0,0,0,0,0,0,0,0,0,16492,0,0,0,4.55,0,0,0,92,2,9.93,0,0,distillate,0.34,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
North,North_petroleum_liquids_with_gt_1,Petroleum Liquids with GT,1,13,2,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.6497156,0,10,0,-1,48.81,0,0,0,0,0,0,0,0,0,0,12077,0,0,0,5.28,0,0,0,119,3.5,12.31,0.255,0.742,distillate,0.34,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
North,North_petroleum_liquids_with_st_1,Petroleum Liquids with ST,1,14,2,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.8898163,0,6,0,-1,110.68,0,0,0,0,0,0,0,0,0,0,34066,0,0,0,1.06,0,0,0,87,3.5,11.09,0,0.437,distillate,0.34,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
North,North_solar_photovoltaic_1,Solar Photovoltaic,1,15,2,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.83200188,0,4,0,-1,3.72,0,0,0,0,0,0,0,0,0,0,22623,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
South,South_batteries_1,Batteries,1,16,3,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3,5.1,0,1,0,-1,5.1,0,0,0,0,0,0,0,0,0,0,6235,0,0,9236,0.03,0.15,0,0,0,0,10.34,0,0,None,0,0,0.92,0.92,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0.006074377,0.023836518,0.023836518,0.471439064,0.471439064,336
South,South_conventional_hydroelectric_1,Conventional Hydroelectric,1,17,3,0,0.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,46.2,0,4,0,-1,11.55,0,0,0,0,0,0,0,0,0,0,47048,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0.1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro,0,0,0.5,0,0.005738064,0.023040433,0.023040433,0.450257347,0.450257347,336
South,South_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,1,18,3,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.9064415,0,3,0,-1,193.33,0,0,0,0,0,0,0,0,0,0,9787,0,0,0,3.61,0,0,0,92,2,11.87,0,0,lng,0.45,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
South,South_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,19,3,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736.7686807,0,2,0,-1,382.8,0,0,0,0,0,0,0,0,0,0,31200,0,0,0,1.06,0,0,0,87,13.7,11.67,0,0,lng,0.22,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
South,South_onshore_wind_turbine_1,Onshore Wind Turbine,1,20,3,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.5162407,0,1,0,-1,75,0,0,0,0,0,0,0,0,0,0,43000,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wind,0,0,0,0,0,0.026900638,0.026900638,0.716219257,0.716219257,336
South,South_petroleum_liquids_with_gt_1,Petroleum Liquids with GT,1,21,3,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.9925462,0,2,0,-1,42,0,0,0,0,0,0,0,0,0,0,13945,0,0,0,5.28,0,0,0,119,3.5,11.38,0.005,0.007,distillate,0.34,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
South,South_petroleum_liquids_with_st_1,Petroleum Liquids with ST,1,22,3,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967.1034434,0,4,0,-1,252.18,0,0,0,0,0,0,0,0,0,0,31200,0,0,0,1.06,0,0,0,87,3.5,11.35,0.38,0.219,distillate,0.34,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
South,South_solar_photovoltaic_1,Solar Photovoltaic,1,23,3,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.00330529,0,5,0,-1,8.76,0,0,0,0,0,0,0,0,0,0,22623,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
West,West_batteries_1,Batteries,1,24,4,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.2,21.8,0,1,0,-1,21.8,0,0,0,0,0,0,0,0,0,0,6235,0,0,9236,0.03,0.15,0,0,0,0,10.34,0,0,None,0,0,0.92,0.92,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0.006074377,0.023836518,0.023836518,0.471439064,0.471439064,336
West,West_petroleum_liquids_with_gt_1,Petroleum Liquids with GT,1,25,4,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.8116378,0,1,0,-1,220,0,0,0,0,0,0,0,0,0,0,11464,0,0,0,5.28,0,0,0,119,3.5,10.28,0,0,distillate,0.34,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
West,West_petroleum_liquids_with_ic_1,Petroleum Liquids with IC,1,26,4,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22385411,0,2,0,-1,1.8,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,5.32,0,0,0,119,3.5,10.34,0,0,distillate,0.34,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
West,West_solar_photovoltaic_1,Solar Photovoltaic,1,27,4,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.43536477,0,1,0,-1,45,0,0,0,0,0,0,0,0,0,0,22623,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
East,East_battery_moderate_0,Battery_*_Moderate,0,28,1,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151.9846393,62.70532005,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,6262,0,0,4990,0.15,0.15,0,0,0,0,0,0,0,None,0,0,0.92,0.92,0,0,1,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0.006074377,0.023836518,0.023836518,0.471439064,0.471439064,336
East,East_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,0,29,1,0,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.20240251,0,0,0,-1,100,0,-1,-1,0,0,0,0,0,0,0,21000,0,0,0,5,0,0,0,137,3.5,9.72,0,0,lng,0.3,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
East,East_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,0,30,1,0,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.13522012,0,0,0,-1,500,0,-1,-1,0,0,0,0,0,0,0,28000,0,0,0,2,0,0,0,106,2,6.36,0,0,lng,0.3,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
East,East_microgrid_solar_moderate_0,Microgrid_Solar_Moderate,0,31,1,1,0.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.299140766,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,22467,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
East,East_microgrid_diesel_moderate_0,Microgrid_Diesel_Moderate,0,32,1,0,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.136962359,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,12077,0,0,0,5,0,0,0,137,3.5,12.31,0,0,distillate,0,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
East,East_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,33,1,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,747.0681293,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,17282,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.144,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
East,East_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate_,1,34,1,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,168.3474166,0,0,0,-1,1,0,169,-1,0,0,0,0,0,0,0,40367,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.144,1,Wind,0,0,0,0,0,0.026900638,0.026900638,0.716219257,0.716219257,336
North,North_battery_moderate_0,Battery_*_Moderate,0,35,2,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151.7303997,62.66524946,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,6262,0,0,4990,0.15,0.15,0,0,0,0,0,0,0,None,0,0,0.92,0.92,0,0,1,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0.006074377,0.023836518,0.023836518,0.471439064,0.471439064,336
North,North_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,0,36,2,0,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.20359255,0,0,0,-1,100,0,-1,-1,0,0,0,0,0,0,0,21000,0,0,0,5,0,0,0,137,3.5,9.72,0,0,lng,0.3,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
North,North_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,0,37,2,0,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.13909781,0,0,0,-1,500,0,-1,-1,0,0,0,0,0,0,0,28000,0,0,0,2,0,0,0,106,2,6.36,0,0,lng,0.3,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
North,North_microgrid_solar_moderate_0,Microgrid_Solar_Moderate,0,38,2,1,0.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.282212173,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,22467,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
North,North_microgrid_diesel_moderate_0,Microgrid_Diesel_Moderate,0,39,2,0,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.138018684,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,12077,0,0,0,5,0,0,0,137,3.5,12.31,0,0,distillate,0,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
North,North_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,40,2,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,809.1631169,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,17282,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.144,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
North,North_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate_,1,41,2,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,127.3922167,0,0,0,-1,1,0,127.4,-1,0,0,0,0,0,0,0,40367,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.144,1,Wind,0,0,0,0,0,0.026900638,0.026900638,0.716219257,0.716219257,336
South,South_battery_moderate_0,Battery_*_Moderate,0,42,3,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152.05097,62.72055571,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,6262,0,0,4990,0.15,0.15,0,0,0,0,0,0,0,None,0,0,0.92,0.92,0,0,1,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0.006074377,0.023836518,0.023836518,0.471439064,0.471439064,336
South,South_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,0,43,3,0,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.20260751,0,0,0,-1,100,0,-1,-1,0,0,0,0,0,0,0,21000,0,0,0,5,0,0,0,137,3.5,9.72,0,0,lng,0.3,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
South,South_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,0,44,3,0,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.13502512,0,0,0,-1,500,0,-1,-1,0,0,0,0,0,0,0,28000,0,0,0,2,0,0,0,106,2,6.36,0,0,lng,0.3,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
South,South_microgrid_solar_moderate_0,Microgrid_Solar_Moderate,0,45,3,1,0.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.289195084,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,22467,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
South,South_microgrid_diesel_moderate_0,Microgrid_Diesel_Moderate,0,46,3,0,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.138615926,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,12077,0,0,0,5,0,0,0,137,3.5,12.31,0,0,distillate,0,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
South,South_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,47,3,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,896.8434271,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,17282,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.144,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
South,South_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate_,1,48,3,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,173.3002707,0,0,0,-1,1,0,173.5,-1,0,0,0,0,0,0,0,40367,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.144,1,Wind,0,0,0,0,0,0.026900638,0.026900638,0.716219257,0.716219257,336
